type,clothes,category,category_code,file_code,label,name,pic_path,mask_path
train,minzu,miao,0,3,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_3.jpg,data/train/miao/0_miao_3.jpg,mask/miao/0_miao_3.jpg
train,minzu,miao,0,30,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_30.jpg,data/train/miao/0_miao_30.jpg,mask/miao/0_miao_30.jpg
train,minzu,miao,0,300,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_300.jpg,data/train/miao/0_miao_300.jpg,mask/miao/0_miao_300.jpg
train,minzu,miao,0,301,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_301.jpg,data/train/miao/0_miao_301.jpg,mask/miao/0_miao_301.jpg
train,minzu,miao,0,302,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_302.jpg,data/train/miao/0_miao_302.jpg,mask/miao/0_miao_302.jpg
train,minzu,miao,0,303,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_303.jpg,data/train/miao/0_miao_303.jpg,mask/miao/0_miao_303.jpg
train,minzu,miao,0,304,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_304.jpg,data/train/miao/0_miao_304.jpg,mask/miao/0_miao_304.jpg
train,minzu,miao,0,305,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_305.jpg,data/train/miao/0_miao_305.jpg,mask/miao/0_miao_305.jpg
train,minzu,miao,0,306,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_306.jpg,data/train/miao/0_miao_306.jpg,mask/miao/0_miao_306.jpg
train,minzu,miao,0,307,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_307.jpg,data/train/miao/0_miao_307.jpg,mask/miao/0_miao_307.jpg
train,minzu,miao,0,308,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_308.jpg,data/train/miao/0_miao_308.jpg,mask/miao/0_miao_308.jpg
train,minzu,miao,0,309,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_309.jpg,data/train/miao/0_miao_309.jpg,mask/miao/0_miao_309.jpg
train,minzu,miao,0,31,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_31.jpg,data/train/miao/0_miao_31.jpg,mask/miao/0_miao_31.jpg
train,minzu,miao,0,310,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_310.jpg,data/train/miao/0_miao_310.jpg,mask/miao/0_miao_310.jpg
train,minzu,miao,0,311,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_311.jpg,data/train/miao/0_miao_311.jpg,mask/miao/0_miao_311.jpg
train,minzu,miao,0,312,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_312.jpg,data/train/miao/0_miao_312.jpg,mask/miao/0_miao_312.jpg
train,minzu,miao,0,313,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_313.jpg,data/train/miao/0_miao_313.jpg,mask/miao/0_miao_313.jpg
train,minzu,miao,0,314,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_314.jpg,data/train/miao/0_miao_314.jpg,mask/miao/0_miao_314.jpg
train,minzu,miao,0,315,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_315.jpg,data/train/miao/0_miao_315.jpg,mask/miao/0_miao_315.jpg
train,minzu,miao,0,316,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_316.jpg,data/train/miao/0_miao_316.jpg,mask/miao/0_miao_316.jpg
train,minzu,miao,0,317,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_317.jpg,data/train/miao/0_miao_317.jpg,mask/miao/0_miao_317.jpg
train,minzu,miao,0,318,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_318.jpg,data/train/miao/0_miao_318.jpg,mask/miao/0_miao_318.jpg
train,minzu,miao,0,319,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_319.jpg,data/train/miao/0_miao_319.jpg,mask/miao/0_miao_319.jpg
train,minzu,miao,0,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_32.jpg,data/train/miao/0_miao_32.jpg,mask/miao/0_miao_32.jpg
train,minzu,miao,0,320,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_320.jpg,data/train/miao/0_miao_320.jpg,mask/miao/0_miao_320.jpg
train,minzu,miao,0,321,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_321.jpg,data/train/miao/0_miao_321.jpg,mask/miao/0_miao_321.jpg
train,minzu,miao,0,322,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_322.jpg,data/train/miao/0_miao_322.jpg,mask/miao/0_miao_322.jpg
train,minzu,miao,0,323,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_323.jpg,data/train/miao/0_miao_323.jpg,mask/miao/0_miao_323.jpg
train,minzu,miao,0,324,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_324.jpg,data/train/miao/0_miao_324.jpg,mask/miao/0_miao_324.jpg
train,minzu,miao,0,325,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_325.jpg,data/train/miao/0_miao_325.jpg,mask/miao/0_miao_325.jpg
train,minzu,miao,0,326,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_326.jpg,data/train/miao/0_miao_326.jpg,mask/miao/0_miao_326.jpg
train,minzu,miao,0,327,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_327.jpg,data/train/miao/0_miao_327.jpg,mask/miao/0_miao_327.jpg
train,minzu,miao,0,328,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_328.jpg,data/train/miao/0_miao_328.jpg,mask/miao/0_miao_328.jpg
train,minzu,miao,0,329,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_329.jpg,data/train/miao/0_miao_329.jpg,mask/miao/0_miao_329.jpg
train,minzu,miao,0,33,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_33.jpg,data/train/miao/0_miao_33.jpg,mask/miao/0_miao_33.jpg
train,minzu,miao,0,330,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_330.jpg,data/train/miao/0_miao_330.jpg,mask/miao/0_miao_330.jpg
train,minzu,miao,0,331,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_331.jpg,data/train/miao/0_miao_331.jpg,mask/miao/0_miao_331.jpg
train,minzu,miao,0,332,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_332.jpg,data/train/miao/0_miao_332.jpg,mask/miao/0_miao_332.jpg
train,minzu,miao,0,333,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_333.jpg,data/train/miao/0_miao_333.jpg,mask/miao/0_miao_333.jpg
train,minzu,miao,0,334,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_334.jpg,data/train/miao/0_miao_334.jpg,mask/miao/0_miao_334.jpg
train,minzu,miao,0,335,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_335.jpg,data/train/miao/0_miao_335.jpg,mask/miao/0_miao_335.jpg
train,minzu,miao,0,336,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_336.jpg,data/train/miao/0_miao_336.jpg,mask/miao/0_miao_336.jpg
train,minzu,miao,0,337,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_337.jpg,data/train/miao/0_miao_337.jpg,mask/miao/0_miao_337.jpg
train,minzu,miao,0,338,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_338.jpg,data/train/miao/0_miao_338.jpg,mask/miao/0_miao_338.jpg
train,minzu,miao,0,339,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_339.jpg,data/train/miao/0_miao_339.jpg,mask/miao/0_miao_339.jpg
train,minzu,miao,0,34,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_34.jpg,data/train/miao/0_miao_34.jpg,mask/miao/0_miao_34.jpg
train,minzu,miao,0,340,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_340.jpg,data/train/miao/0_miao_340.jpg,mask/miao/0_miao_340.jpg
train,minzu,miao,0,341,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_341.jpg,data/train/miao/0_miao_341.jpg,mask/miao/0_miao_341.jpg
train,minzu,miao,0,342,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_342.jpg,data/train/miao/0_miao_342.jpg,mask/miao/0_miao_342.jpg
train,minzu,miao,0,343,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_343.jpg,data/train/miao/0_miao_343.jpg,mask/miao/0_miao_343.jpg
train,minzu,miao,0,344,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_344.jpg,data/train/miao/0_miao_344.jpg,mask/miao/0_miao_344.jpg
train,minzu,miao,0,345,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_345.jpg,data/train/miao/0_miao_345.jpg,mask/miao/0_miao_345.jpg
train,minzu,miao,0,346,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_346.jpg,data/train/miao/0_miao_346.jpg,mask/miao/0_miao_346.jpg
train,minzu,miao,0,347,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_347.jpg,data/train/miao/0_miao_347.jpg,mask/miao/0_miao_347.jpg
train,minzu,miao,0,348,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_348.jpg,data/train/miao/0_miao_348.jpg,mask/miao/0_miao_348.jpg
train,minzu,miao,0,349,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_349.jpg,data/train/miao/0_miao_349.jpg,mask/miao/0_miao_349.jpg
train,minzu,miao,0,35,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_35.jpg,data/train/miao/0_miao_35.jpg,mask/miao/0_miao_35.jpg
train,minzu,miao,0,350,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_350.jpg,data/train/miao/0_miao_350.jpg,mask/miao/0_miao_350.jpg
train,minzu,miao,0,351,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_351.jpg,data/train/miao/0_miao_351.jpg,mask/miao/0_miao_351.jpg
train,minzu,miao,0,352,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_352.jpg,data/train/miao/0_miao_352.jpg,mask/miao/0_miao_352.jpg
train,minzu,miao,0,353,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_353.jpg,data/train/miao/0_miao_353.jpg,mask/miao/0_miao_353.jpg
train,minzu,miao,0,354,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_354.jpg,data/train/miao/0_miao_354.jpg,mask/miao/0_miao_354.jpg
train,minzu,miao,0,355,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_355.jpg,data/train/miao/0_miao_355.jpg,mask/miao/0_miao_355.jpg
train,minzu,miao,0,356,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_356.JPG,data/train/miao/0_miao_356.JPG,mask/miao/0_miao_356.JPG
train,minzu,miao,0,357,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_357.JPG,data/train/miao/0_miao_357.JPG,mask/miao/0_miao_357.JPG
train,minzu,miao,0,358,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_358.JPG,data/train/miao/0_miao_358.JPG,mask/miao/0_miao_358.JPG
train,minzu,miao,0,359,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_359.JPG,data/train/miao/0_miao_359.JPG,mask/miao/0_miao_359.JPG
train,minzu,miao,0,36,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_36.jpg,data/train/miao/0_miao_36.jpg,mask/miao/0_miao_36.jpg
train,minzu,miao,0,360,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_360.JPG,data/train/miao/0_miao_360.JPG,mask/miao/0_miao_360.JPG
train,minzu,miao,0,361,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_361.JPG,data/train/miao/0_miao_361.JPG,mask/miao/0_miao_361.JPG
train,minzu,miao,0,362,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_362.JPG,data/train/miao/0_miao_362.JPG,mask/miao/0_miao_362.JPG
train,minzu,miao,0,363,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_363.JPG,data/train/miao/0_miao_363.JPG,mask/miao/0_miao_363.JPG
train,minzu,miao,0,364,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_364.JPG,data/train/miao/0_miao_364.JPG,mask/miao/0_miao_364.JPG
train,minzu,miao,0,365,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_365.JPG,data/train/miao/0_miao_365.JPG,mask/miao/0_miao_365.JPG
train,minzu,miao,0,366,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_366.JPG,data/train/miao/0_miao_366.JPG,mask/miao/0_miao_366.JPG
train,minzu,miao,0,367,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_367.JPG,data/train/miao/0_miao_367.JPG,mask/miao/0_miao_367.JPG
train,minzu,miao,0,368,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_368.JPG,data/train/miao/0_miao_368.JPG,mask/miao/0_miao_368.JPG
train,minzu,miao,0,369,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_369.JPG,data/train/miao/0_miao_369.JPG,mask/miao/0_miao_369.JPG
train,minzu,miao,0,37,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_37.jpg,data/train/miao/0_miao_37.jpg,mask/miao/0_miao_37.jpg
train,minzu,miao,0,370,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_370.JPG,data/train/miao/0_miao_370.JPG,mask/miao/0_miao_370.JPG
train,minzu,miao,0,371,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_371.JPG,data/train/miao/0_miao_371.JPG,mask/miao/0_miao_371.JPG
train,minzu,miao,0,372,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_372.JPG,data/train/miao/0_miao_372.JPG,mask/miao/0_miao_372.JPG
train,minzu,miao,0,373,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_373.JPG,data/train/miao/0_miao_373.JPG,mask/miao/0_miao_373.JPG
train,minzu,miao,0,374,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_374.JPG,data/train/miao/0_miao_374.JPG,mask/miao/0_miao_374.JPG
train,minzu,miao,0,375,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_375.JPG,data/train/miao/0_miao_375.JPG,mask/miao/0_miao_375.JPG
train,minzu,miao,0,376,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_376.JPG,data/train/miao/0_miao_376.JPG,mask/miao/0_miao_376.JPG
train,minzu,miao,0,377,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_377.JPG,data/train/miao/0_miao_377.JPG,mask/miao/0_miao_377.JPG
train,minzu,miao,0,378,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_378.JPG,data/train/miao/0_miao_378.JPG,mask/miao/0_miao_378.JPG
train,minzu,miao,0,379,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_379.JPG,data/train/miao/0_miao_379.JPG,mask/miao/0_miao_379.JPG
train,minzu,miao,0,38,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_38.jpg,data/train/miao/0_miao_38.jpg,mask/miao/0_miao_38.jpg
train,minzu,miao,0,380,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_380.JPG,data/train/miao/0_miao_380.JPG,mask/miao/0_miao_380.JPG
train,minzu,miao,0,381,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_381.JPG,data/train/miao/0_miao_381.JPG,mask/miao/0_miao_381.JPG
train,minzu,miao,0,382,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_382.JPG,data/train/miao/0_miao_382.JPG,mask/miao/0_miao_382.JPG
train,minzu,miao,0,383,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_383.JPG,data/train/miao/0_miao_383.JPG,mask/miao/0_miao_383.JPG
train,minzu,miao,0,384,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_384.JPG,data/train/miao/0_miao_384.JPG,mask/miao/0_miao_384.JPG
train,minzu,miao,0,385,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_385.JPG,data/train/miao/0_miao_385.JPG,mask/miao/0_miao_385.JPG
train,minzu,miao,0,386,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_386.png,data/train/miao/0_miao_386.png,mask/miao/0_miao_386.png
train,minzu,miao,0,387,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_387.png,data/train/miao/0_miao_387.png,mask/miao/0_miao_387.png
train,minzu,miao,0,388,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_388.png,data/train/miao/0_miao_388.png,mask/miao/0_miao_388.png
train,minzu,miao,0,389,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_389.png,data/train/miao/0_miao_389.png,mask/miao/0_miao_389.png
train,minzu,miao,0,39,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_39.jpg,data/train/miao/0_miao_39.jpg,mask/miao/0_miao_39.jpg
train,minzu,miao,0,390,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_390.png,data/train/miao/0_miao_390.png,mask/miao/0_miao_390.png
train,minzu,miao,0,391,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_391.png,data/train/miao/0_miao_391.png,mask/miao/0_miao_391.png
train,minzu,miao,0,392,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_392.png,data/train/miao/0_miao_392.png,mask/miao/0_miao_392.png
train,minzu,miao,0,393,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_393.png,data/train/miao/0_miao_393.png,mask/miao/0_miao_393.png
train,minzu,miao,0,394,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_394.png,data/train/miao/0_miao_394.png,mask/miao/0_miao_394.png
train,minzu,miao,0,395,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_395.png,data/train/miao/0_miao_395.png,mask/miao/0_miao_395.png
train,minzu,miao,0,396,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_396.png,data/train/miao/0_miao_396.png,mask/miao/0_miao_396.png
train,minzu,miao,0,397,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_397.png,data/train/miao/0_miao_397.png,mask/miao/0_miao_397.png
train,minzu,miao,0,398,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_398.png,data/train/miao/0_miao_398.png,mask/miao/0_miao_398.png
train,minzu,miao,0,399,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_399.png,data/train/miao/0_miao_399.png,mask/miao/0_miao_399.png
train,minzu,miao,0,4,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_4.jpg,data/train/miao/0_miao_4.jpg,mask/miao/0_miao_4.jpg
train,minzu,miao,0,40,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_40.jpg,data/train/miao/0_miao_40.jpg,mask/miao/0_miao_40.jpg
train,minzu,miao,0,400,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_400.png,data/train/miao/0_miao_400.png,mask/miao/0_miao_400.png
train,minzu,miao,0,401,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_401.png,data/train/miao/0_miao_401.png,mask/miao/0_miao_401.png
train,minzu,miao,0,402,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_402.png,data/train/miao/0_miao_402.png,mask/miao/0_miao_402.png
train,minzu,miao,0,403,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_403.png,data/train/miao/0_miao_403.png,mask/miao/0_miao_403.png
train,minzu,miao,0,404,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_404.png,data/train/miao/0_miao_404.png,mask/miao/0_miao_404.png
train,minzu,miao,0,405,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_405.png,data/train/miao/0_miao_405.png,mask/miao/0_miao_405.png
train,minzu,miao,0,406,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_406.png,data/train/miao/0_miao_406.png,mask/miao/0_miao_406.png
train,minzu,miao,0,407,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_407.png,data/train/miao/0_miao_407.png,mask/miao/0_miao_407.png
train,minzu,miao,0,408,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_408.png,data/train/miao/0_miao_408.png,mask/miao/0_miao_408.png
train,minzu,miao,0,409,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_409.png,data/train/miao/0_miao_409.png,mask/miao/0_miao_409.png
train,minzu,miao,0,41,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_41.jpg,data/train/miao/0_miao_41.jpg,mask/miao/0_miao_41.jpg
train,minzu,miao,0,410,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_410.png,data/train/miao/0_miao_410.png,mask/miao/0_miao_410.png
train,minzu,miao,0,411,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_411.png,data/train/miao/0_miao_411.png,mask/miao/0_miao_411.png
train,minzu,miao,0,412,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_412.png,data/train/miao/0_miao_412.png,mask/miao/0_miao_412.png
train,minzu,miao,0,413,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_413.png,data/train/miao/0_miao_413.png,mask/miao/0_miao_413.png
train,minzu,miao,0,414,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_414.png,data/train/miao/0_miao_414.png,mask/miao/0_miao_414.png
train,minzu,miao,0,415,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_415.png,data/train/miao/0_miao_415.png,mask/miao/0_miao_415.png
train,minzu,miao,0,416,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_416.png,data/train/miao/0_miao_416.png,mask/miao/0_miao_416.png
train,minzu,miao,0,417,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_417.png,data/train/miao/0_miao_417.png,mask/miao/0_miao_417.png
train,minzu,miao,0,418,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_418.png,data/train/miao/0_miao_418.png,mask/miao/0_miao_418.png
train,minzu,miao,0,419,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_419.png,data/train/miao/0_miao_419.png,mask/miao/0_miao_419.png
train,minzu,miao,0,42,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_42.jpg,data/train/miao/0_miao_42.jpg,mask/miao/0_miao_42.jpg
train,minzu,miao,0,420,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_420.png,data/train/miao/0_miao_420.png,mask/miao/0_miao_420.png
train,minzu,miao,0,421,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_421.png,data/train/miao/0_miao_421.png,mask/miao/0_miao_421.png
train,minzu,miao,0,422,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_422.png,data/train/miao/0_miao_422.png,mask/miao/0_miao_422.png
train,minzu,miao,0,423,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_423.png,data/train/miao/0_miao_423.png,mask/miao/0_miao_423.png
train,minzu,miao,0,424,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_424.png,data/train/miao/0_miao_424.png,mask/miao/0_miao_424.png
train,minzu,miao,0,425,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_425.png,data/train/miao/0_miao_425.png,mask/miao/0_miao_425.png
train,minzu,miao,0,426,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_426.png,data/train/miao/0_miao_426.png,mask/miao/0_miao_426.png
train,minzu,miao,0,427,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_427.png,data/train/miao/0_miao_427.png,mask/miao/0_miao_427.png
train,minzu,miao,0,428,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_428.png,data/train/miao/0_miao_428.png,mask/miao/0_miao_428.png
train,minzu,miao,0,429,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_429.png,data/train/miao/0_miao_429.png,mask/miao/0_miao_429.png
train,minzu,miao,0,43,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_43.jpg,data/train/miao/0_miao_43.jpg,mask/miao/0_miao_43.jpg
train,minzu,miao,0,430,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_430.png,data/train/miao/0_miao_430.png,mask/miao/0_miao_430.png
train,minzu,miao,0,431,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_431.png,data/train/miao/0_miao_431.png,mask/miao/0_miao_431.png
train,minzu,miao,0,432,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_432.png,data/train/miao/0_miao_432.png,mask/miao/0_miao_432.png
train,minzu,miao,0,433,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_433.png,data/train/miao/0_miao_433.png,mask/miao/0_miao_433.png
train,minzu,miao,0,434,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_434.png,data/train/miao/0_miao_434.png,mask/miao/0_miao_434.png
train,minzu,miao,0,435,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_435.png,data/train/miao/0_miao_435.png,mask/miao/0_miao_435.png
train,minzu,miao,0,436,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_436.png,data/train/miao/0_miao_436.png,mask/miao/0_miao_436.png
train,minzu,miao,0,437,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_437.png,data/train/miao/0_miao_437.png,mask/miao/0_miao_437.png
train,minzu,miao,0,438,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_438.png,data/train/miao/0_miao_438.png,mask/miao/0_miao_438.png
train,minzu,miao,0,439,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_439.png,data/train/miao/0_miao_439.png,mask/miao/0_miao_439.png
train,minzu,miao,0,44,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0_miao_44.jpg,data/train/miao/0_miao_44.jpg,mask/miao/0_miao_44.jpg
